match_url,team_a,odd_a,team_b,odd_b
https://www.vlr.gg/314644/g2-esports-vs-mibr-champions-tour-2024-americas-stage-1-w4,G2 Esports,1.35,MIBR,3.8571
https://www.vlr.gg/314645/sentinels-vs-loud-champions-tour-2024-americas-stage-1-w4,Sentinels,1.5556,LOUD,2.8
https://www.vlr.gg/314646/cloud9-vs-furia-champions-tour-2024-americas-stage-1-w4,Cloud9,1.12,FURIA,9.3333
https://www.vlr.gg/314647/nrg-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w4,NRG Esports,1.3571,Evil Geniuses,3.8
https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4,KRÜ Esports,2.0,100 Thieves,2.0
https://www.vlr.gg/314650/sentinels-vs-furia-champions-tour-2024-americas-stage-1-w5,Sentinels,1.1,FURIA,11.0
https://www.vlr.gg/314651/nrg-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w5,NRG Esports,1.6667,100 Thieves,2.5
https://www.vlr.gg/314652/kr-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-w5,KRÜ Esports,3.0,LEVIATÁN,1.5
https://www.vlr.gg/314653/cloud9-vs-mibr-champions-tour-2024-americas-stage-1-w5,Cloud9,1.22,MIBR,5.5455
https://www.vlr.gg/337407/cloud9-vs-g2-esports-champions-tour-2024-americas-stage-1-ko,Cloud9,1.7407,G2 Esports,2.35
https://www.vlr.gg/337408/100-thieves-vs-loud-champions-tour-2024-americas-stage-1-ko,100 Thieves,1.92,LOUD,2.087
https://www.vlr.gg/337409/kr-esports-vs-g2-esports-champions-tour-2024-americas-stage-1-ubsf,KRÜ Esports,1.6667,G2 Esports,2.5
https://www.vlr.gg/337410/leviat-n-vs-100-thieves-champions-tour-2024-americas-stage-1-ubsf,LEVIATÁN,1.8696,100 Thieves,2.15
https://www.vlr.gg/337411/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-ubf,G2 Esports,4.125,100 Thieves,1.32
https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf,100 Thieves,1.38,G2 Esports,3.6316
https://www.vlr.gg/337413/kr-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lr1,KRÜ Esports,3.6316,LEVIATÁN,1.38
https://www.vlr.gg/337414/g2-esports-vs-leviat-n-champions-tour-2024-americas-stage-1-lbf,G2 Esports,2.7,LEVIATÁN,1.5882
https://www.vlr.gg/318911/karmine-corp-vs-giantx-champions-tour-2024-emea-stage-1-w1,Karmine Corp,1.42,GIANTX,3.381
https://www.vlr.gg/318913/koi-vs-team-liquid-champions-tour-2024-emea-stage-1-w1,Movistar KOI(KOI),3.0,Team Liquid,1.5
https://www.vlr.gg/318914/team-vitality-vs-natus-vincere-champions-tour-2024-emea-stage-1-w1,Team Vitality,2.9231,Natus Vincere,1.52
https://www.vlr.gg/318915/fnatic-vs-team-heretics-champions-tour-2024-emea-stage-1-w1,FNATIC,1.3571,Team Heretics,3.8
https://www.vlr.gg/318916/team-liquid-vs-fut-esports-champions-tour-2024-emea-stage-1-w1,Team Liquid,2.0,FUT Esports,2.0
https://www.vlr.gg/318917/bbl-esports-vs-gentle-mates-champions-tour-2024-emea-stage-1-w1,BBL Esports,2.3333,Gentle Mates,1.75
https://www.vlr.gg/318918/karmine-corp-vs-fut-esports-champions-tour-2024-emea-stage-1-w2,Karmine Corp,1.8333,FUT Esports,2.2
https://www.vlr.gg/318919/team-vitality-vs-team-heretics-champions-tour-2024-emea-stage-1-w2,Team Vitality,3.5,Team Heretics,1.4
https://www.vlr.gg/318920/team-liquid-vs-natus-vincere-champions-tour-2024-emea-stage-1-w2,Team Liquid,4.125,Natus Vincere,1.32
https://www.vlr.gg/318921/bbl-esports-vs-koi-champions-tour-2024-emea-stage-1-w2,BBL Esports,2.35,Movistar KOI(KOI),1.7407
https://www.vlr.gg/318922/fnatic-vs-giantx-champions-tour-2024-emea-stage-1-w2,FNATIC,1.2,GIANTX,6.0
https://www.vlr.gg/318923/karmine-corp-vs-gentle-mates-champions-tour-2024-emea-stage-1-w2,Karmine Corp,1.25,Gentle Mates,5.0
https://www.vlr.gg/318924/gentle-mates-vs-fnatic-champions-tour-2024-emea-stage-1-w3,Gentle Mates,9.3333,FNATIC,1.12
https://www.vlr.gg/318925/karmine-corp-vs-natus-vincere-champions-tour-2024-emea-stage-1-w3,Karmine Corp,2.0,Natus Vincere,2.0
https://www.vlr.gg/318927/team-vitality-vs-fut-esports-champions-tour-2024-emea-stage-1-w3,Team Vitality,3.2,FUT Esports,1.4545
https://www.vlr.gg/318928/team-liquid-vs-giantx-champions-tour-2024-emea-stage-1-w3,Team Liquid,1.48,GIANTX,3.0833
https://www.vlr.gg/318929/fnatic-vs-koi-champions-tour-2024-emea-stage-1-w3,FNATIC,1.05,Movistar KOI(KOI),21.0
https://www.vlr.gg/318930/team-liquid-vs-team-heretics-champions-tour-2024-emea-stage-1-w4,Team Liquid,2.1364,Team Heretics,1.88
https://www.vlr.gg/318931/team-vitality-vs-gentle-mates-champions-tour-2024-emea-stage-1-w4,Team Vitality,1.4,Gentle Mates,3.5
https://www.vlr.gg/318932/fnatic-vs-fut-esports-champions-tour-2024-emea-stage-1-w4,FNATIC,1.5556,FUT Esports,2.8
https://www.vlr.gg/318933/bbl-esports-vs-natus-vincere-champions-tour-2024-emea-stage-1-w4,BBL Esports,4.0,Natus Vincere,1.3333
https://www.vlr.gg/318934/team-vitality-vs-giantx-champions-tour-2024-emea-stage-1-w4,Team Vitality,1.42,GIANTX,3.381
https://www.vlr.gg/318935/karmine-corp-vs-koi-champions-tour-2024-emea-stage-1-w4,Karmine Corp,1.12,Movistar KOI(KOI),9.3333
https://www.vlr.gg/318936/bbl-esports-vs-giantx-champions-tour-2024-emea-stage-1-w5,BBL Esports,1.5556,GIANTX,2.8
https://www.vlr.gg/318937/karmine-corp-vs-team-heretics-champions-tour-2024-emea-stage-1-w5,Karmine Corp,2.3889,Team Heretics,1.72
https://www.vlr.gg/318938/team-vitality-vs-koi-champions-tour-2024-emea-stage-1-w5,Team Vitality,1.3571,Movistar KOI(KOI),1.3571
https://www.vlr.gg/318939/natus-vincere-vs-fnatic-champions-tour-2024-emea-stage-1-w5,Natus Vincere,1.92,FNATIC,2.087
https://www.vlr.gg/318940/team-liquid-vs-gentle-mates-champions-tour-2024-emea-stage-1-w5,Team Liquid,1.52,Gentle Mates,2.9231
https://www.vlr.gg/318941/bbl-esports-vs-fut-esports-champions-tour-2024-emea-stage-1-w5,BBL Esports,3.5,FUT Esports,1.4
https://www.vlr.gg/341816/fnatic-vs-team-liquid-champions-tour-2024-emea-stage-1-knockout,FNATIC,1.4,Team Liquid,3.5
https://www.vlr.gg/341817/natus-vincere-vs-team-heretics-champions-tour-2024-emea-stage-1-knockout,Natus Vincere,2.25,Team Heretics,1.8
https://www.vlr.gg/341818/karmine-corp-vs-fnatic-champions-tour-2024-emea-stage-1-ubsf,Karmine Corp,2.087,FNATIC,1.92
https://www.vlr.gg/341819/fut-esports-vs-team-heretics-champions-tour-2024-emea-stage-1-ubsf,FUT Esports,2.0,Team Heretics,2.0
https://www.vlr.gg/341820/fnatic-vs-team-heretics-champions-tour-2024-emea-stage-1-ubf,FNATIC,2.2821,Team Heretics,1.78
https://www.vlr.gg/341821/team-heretics-vs-fnatic-champions-tour-2024-emea-stage-1-gf,Team Heretics,1.7143,FNATIC,2.4
https://www.vlr.gg/341822/karmine-corp-vs-fut-esports-champions-tour-2024-emea-stage-1-lr1,Karmine Corp,1.8696,FUT Esports,2.15
https://www.vlr.gg/341823/fnatic-vs-fut-esports-champions-tour-2024-emea-stage-1-lbf,FNATIC,2.15,FUT Esports,1.8696
https://www.vlr.gg/314301/global-esports-vs-zeta-division-champions-tour-2024-pacific-stage-1-w1,Global Esports,4.8462,ZETA DIVISION,1.26
https://www.vlr.gg/314302/team-secret-vs-drx-champions-tour-2024-pacific-stage-1-w1,Team Secret,2.7241,DRX,1.58
https://www.vlr.gg/314303/bleed-vs-talon-esports-champions-tour-2024-pacific-stage-1-w1,BLEED,1.7143,TALON,2.4
https://www.vlr.gg/314304/t1-vs-paper-rex-champions-tour-2024-pacific-stage-1-w1,T1,5.5455,Paper Rex,1.22
https://www.vlr.gg/314305/team-secret-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-1-w1,Team Secret,2.0526,Rex Regum Qeon,1.95
https://www.vlr.gg/314306/global-esports-vs-drx-champions-tour-2024-pacific-stage-1-w1,Global Esports,13.5,DRX,1.08
https://www.vlr.gg/314307/gen-g-vs-talon-esports-champions-tour-2024-pacific-stage-1-w1,Gen.G,1.08,TALON,13.5
https://www.vlr.gg/314308/t1-vs-detonation-focusme-champions-tour-2024-pacific-stage-1-w1,T1,1.1538,DetonatioN FocusMe,7.5
https://www.vlr.gg/314309/gen-g-vs-paper-rex-champions-tour-2024-pacific-stage-1-w2,Gen.G,1.8696,Paper Rex,2.15
https://www.vlr.gg/314310/t1-vs-drx-champions-tour-2024-pacific-stage-1-w2,T1,3.2222,DRX,1.45
https://www.vlr.gg/314311/team-secret-vs-zeta-division-champions-tour-2024-pacific-stage-1-w2,Team Secret,1.78,ZETA DIVISION,2.2821
https://www.vlr.gg/314312/bleed-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-1-w2,BLEED,2.3333,Rex Regum Qeon,1.75
https://www.vlr.gg/314313/gen-g-vs-detonation-focusme-champions-tour-2024-pacific-stage-1-w2,Gen.G,1.04,DetonatioN FocusMe,26.0
https://www.vlr.gg/314314/global-esports-vs-talon-esports-champions-tour-2024-pacific-stage-1-w2,Global Esports,4.125,TALON,1.32
https://www.vlr.gg/314315/t1-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-1-w2,T1,1.65,Rex Regum Qeon,2.5385
https://www.vlr.gg/314316/bleed-vs-zeta-division-champions-tour-2024-pacific-stage-1-w2,BLEED,2.8182,ZETA DIVISION,1.55
https://www.vlr.gg/314317/gen-g-vs-drx-champions-tour-2024-pacific-stage-1-w3,Gen.G,1.7143,DRX,2.4
https://www.vlr.gg/314318/bleed-vs-detonation-focusme-champions-tour-2024-pacific-stage-1-w3,BLEED,2.0,DetonatioN FocusMe,2.0
https://www.vlr.gg/314319/global-esports-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-1-w3,Global Esports,2.9,Rex Regum Qeon,1.5263
https://www.vlr.gg/314320/team-secret-vs-paper-rex-champions-tour-2024-pacific-stage-1-w3,Team Secret,2.4,Paper Rex,1.7143
https://www.vlr.gg/314321/t1-vs-talon-esports-champions-tour-2024-pacific-stage-1-w3,T1,1.4167,TALON,3.4
https://www.vlr.gg/314322/gen-g-vs-zeta-division-champions-tour-2024-pacific-stage-1-w3,Gen.G,1.08,ZETA DIVISION,13.5
https://www.vlr.gg/314323/team-secret-vs-detonation-focusme-champions-tour-2024-pacific-stage-1-w3,Team Secret,1.32,DetonatioN FocusMe,4.125
https://www.vlr.gg/314324/global-esports-vs-paper-rex-champions-tour-2024-pacific-stage-1-w3,Global Esports,17.6667,Paper Rex,1.06
https://www.vlr.gg/314325/bleed-vs-paper-rex-champions-tour-2024-pacific-stage-1-w4,BLEED,11.0,Paper Rex,1.1
https://www.vlr.gg/314326/global-esports-vs-detonation-focusme-champions-tour-2024-pacific-stage-1-w4,Global Esports,1.55,DetonatioN FocusMe,2.8182
https://www.vlr.gg/314327/t1-vs-zeta-division-champions-tour-2024-pacific-stage-1-w4,T1,1.55,ZETA DIVISION,2.8182
https://www.vlr.gg/314328/team-secret-vs-talon-esports-champions-tour-2024-pacific-stage-1-w4,Team Secret,1.7143,TALON,2.4
https://www.vlr.gg/314329/bleed-vs-drx-champions-tour-2024-pacific-stage-1-w4,BLEED,13.5,DRX,1.08
https://www.vlr.gg/314330/gen-g-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-1-w4,Gen.G,1.3571,Rex Regum Qeon,3.8
https://www.vlr.gg/329907/team-secret-vs-t1-champions-tour-2024-pacific-stage-1-ko,Team Secret,1.8696,T1,2.15
https://www.vlr.gg/329908/paper-rex-vs-talon-esports-champions-tour-2024-pacific-stage-1-ko,Paper Rex,1.2,TALON,6.0
https://www.vlr.gg/329909/gen-g-vs-t1-champions-tour-2024-pacific-stage-1-ubsf,Gen.G,1.4762,T1,3.1
https://www.vlr.gg/329910/drx-vs-paper-rex-champions-tour-2024-pacific-stage-1-ubsf,DRX,2.2821,Paper Rex,1.78
https://www.vlr.gg/329911/gen-g-vs-drx-champions-tour-2024-pacific-stage-1-lr1,Gen.G,2.1,DRX,1.9091
https://www.vlr.gg/329912/t1-vs-paper-rex-champions-tour-2024-pacific-stage-1-ubf,T1,5.5455,Paper Rex,1.22
https://www.vlr.gg/329913/t1-vs-gen-g-champions-tour-2024-pacific-stage-1-lf,T1,4.3333,Gen.G,1.3
https://www.vlr.gg/329914/paper-rex-vs-gen-g-champions-tour-2024-pacific-stage-1-gf,Paper Rex,1.55,Gen.G,2.8182
https://www.vlr.gg/295605/nrg-esports-vs-furia-champions-tour-2024-americas-kickoff-opening-a,NRG Esports,1.1,FURIA,11.0
https://www.vlr.gg/295606/cloud9-vs-mibr-champions-tour-2024-americas-kickoff-opening-a,Cloud9,1.17,MIBR,6.8824
https://www.vlr.gg/295607/nrg-esports-vs-cloud9-champions-tour-2024-americas-kickoff-winners-a,NRG Esports,1.22,Cloud9,5.5455
https://www.vlr.gg/295608/furia-vs-mibr-champions-tour-2024-americas-kickoff-elim-a,FURIA,1.7143,MIBR,2.4
https://www.vlr.gg/295609/cloud9-vs-mibr-champions-tour-2024-americas-kickoff-decider-a,Cloud9,1.5882,MIBR,2.7
https://www.vlr.gg/295610/loud-vs-sentinels-champions-tour-2024-americas-kickoff-opening-b,LOUD,2.1,Sentinels,1.9091
https://www.vlr.gg/295611/leviat-n-vs-100-thieves-champions-tour-2024-americas-kickoff-opening-b,LEVIATÁN,1.13,100 Thieves,8.6923
https://www.vlr.gg/295612/loud-vs-leviat-n-champions-tour-2024-americas-kickoff-winners-b,LOUD,1.62,LEVIATÁN,2.6129
https://www.vlr.gg/295613/sentinels-vs-100-thieves-champions-tour-2024-americas-kickoff-elim-b,Sentinels,1.38,100 Thieves,3.6316
https://www.vlr.gg/295614/leviat-n-vs-sentinels-champions-tour-2024-americas-kickoff-decider-b,LEVIATÁN,2.0526,Sentinels,1.95
https://www.vlr.gg/295615/kr-esports-vs-g2-esports-champions-tour-2024-americas-kickoff-opening-c,KRÜ Esports,4.125,G2 Esports,1.32
https://www.vlr.gg/295617/g2-esports-vs-evil-geniuses-champions-tour-2024-americas-kickoff-winners-c,G2 Esports,3.8571,Evil Geniuses,1.35
https://www.vlr.gg/295619/g2-esports-vs-kr-esports-champions-tour-2024-americas-kickoff-decider-c,G2 Esports,1.38,KRÜ Esports,3.6316
https://www.vlr.gg/303086/loud-vs-sentinels-champions-tour-2024-americas-kickoff-gf,LOUD,1.9524,Sentinels,2.05
https://www.vlr.gg/303087/evil-geniuses-vs-loud-champions-tour-2024-americas-kickoff-sf,Evil Geniuses,7.6667,LOUD,1.15
https://www.vlr.gg/303088/nrg-esports-vs-sentinels-champions-tour-2024-americas-kickoff-sf,NRG Esports,1.6667,Sentinels,2.5
https://www.vlr.gg/307572/mibr-vs-sentinels-champions-tour-2024-americas-kickoff-play-ins,MIBR,5.5455,Sentinels,1.22
https://www.vlr.gg/307573/g2-esports-vs-mibr-champions-tour-2024-americas-kickoff-play-ins,G2 Esports,3.0,MIBR,1.5
https://www.vlr.gg/307574/sentinels-vs-g2-esports-champions-tour-2024-americas-kickoff-play-ins,Sentinels,1.4348,G2 Esports,3.3
https://www.vlr.gg/298687/trace-esports-vs-tyloo-champions-tour-2024-china-kickoff-opening-a,Trace Esports,1.62,TYLOO,2.6129
https://www.vlr.gg/298688/funplus-phoenix-vs-nova-esports-champions-tour-2024-china-kickoff-opening-a,FunPlus Phoenix,1.12,Nova Esports,9.3333
https://www.vlr.gg/298689/trace-esports-vs-funplus-phoenix-champions-tour-2024-china-kickoff-winners-a,Trace Esports,2.4706,FunPlus Phoenix,1.68
https://www.vlr.gg/298690/tyloo-vs-nova-esports-champions-tour-2024-china-kickoff-elim-a,TYLOO,1.5556,Nova Esports,2.8
https://www.vlr.gg/298691/trace-esports-vs-nova-esports-champions-tour-2024-china-kickoff-decider-a,Trace Esports,1.12,Nova Esports,9.3333
https://www.vlr.gg/298692/jd-gaming-vs-titan-esports-club-champions-tour-2024-china-kickoff-opening-b,JDG Esports,1.4762,Titan Esports Club,3.1
https://www.vlr.gg/298693/dragon-ranger-gaming-vs-all-gamers-champions-tour-2024-china-kickoff-opening-b,Dragon Ranger Gaming,1.3,All Gamers,4.3333
https://www.vlr.gg/298694/titan-esports-club-vs-dragon-ranger-gaming-champions-tour-2024-china-kickoff-winners-b,Titan Esports Club,2.5385,Dragon Ranger Gaming,1.65
https://www.vlr.gg/298695/jd-gaming-vs-all-gamers-champions-tour-2024-china-kickoff-elim-b,JDG Esports,1.4,All Gamers,3.5
https://www.vlr.gg/298696/titan-esports-club-vs-jd-gaming-champions-tour-2024-china-kickoff-decider-b,Titan Esports Club,2.1,JDG Esports,1.9091
https://www.vlr.gg/298697/bilibili-gaming-vs-wolves-esports-champions-tour-2024-china-kickoff-opening-c,Bilibili Gaming,1.3571,Wolves Esports,3.8
https://www.vlr.gg/298698/wolves-esports-vs-edward-gaming-champions-tour-2024-china-kickoff-winners-c,Wolves Esports,26.0,EDward Gaming,1.04
https://www.vlr.gg/298699/wolves-esports-vs-bilibili-gaming-champions-tour-2024-china-kickoff-decider-c,Wolves Esports,1.7143,Bilibili Gaming,2.4
https://www.vlr.gg/298830/trace-esports-vs-titan-esports-club-champions-tour-2024-china-kickoff-round-robin,Trace Esports,1.38,Titan Esports Club,3.6316
https://www.vlr.gg/298831/bilibili-gaming-vs-titan-esports-club-champions-tour-2024-china-kickoff-round-robin,Bilibili Gaming,1.48,Titan Esports Club,3.0833
https://www.vlr.gg/298832/bilibili-gaming-vs-trace-esports-champions-tour-2024-china-kickoff-round-robin,Bilibili Gaming,1.7692,Trace Esports,2.3
https://www.vlr.gg/298833/funplus-phoenix-vs-dragon-ranger-gaming-champions-tour-2024-china-kickoff-sf,FunPlus Phoenix,1.52,Dragon Ranger Gaming,2.9231
https://www.vlr.gg/298834/edward-gaming-vs-trace-esports-champions-tour-2024-china-kickoff-sf,EDward Gaming,1.2,Trace Esports,6.0
https://www.vlr.gg/298835/funplus-phoenix-vs-edward-gaming-champions-tour-2024-china-kickoff-gf,FunPlus Phoenix,4.3333,EDward Gaming,1.3
https://www.vlr.gg/297401/fut-esports-vs-team-heretics-champions-tour-2024-emea-kickoff-opening-a,FUT Esports,1.1887,Team Heretics,6.3
https://www.vlr.gg/297402/giantx-vs-karmine-corp-champions-tour-2024-emea-kickoff-opening-a,GIANTX,1.5263,Karmine Corp,2.9
https://www.vlr.gg/297403/team-heretics-vs-karmine-corp-champions-tour-2024-emea-kickoff-winners-a,Team Heretics,2.6,Karmine Corp,1.625
https://www.vlr.gg/297404/fut-esports-vs-giantx-champions-tour-2024-emea-kickoff-elim-a,FUT Esports,1.62,GIANTX,2.6129
https://www.vlr.gg/297405/karmine-corp-vs-fut-esports-champions-tour-2024-emea-kickoff-decider-a,Karmine Corp,2.8,FUT Esports,1.5556
https://www.vlr.gg/297406/natus-vincere-vs-bbl-esports-champions-tour-2024-emea-kickoff-opening-b,Natus Vincere,1.22,BBL Esports,5.5455
https://www.vlr.gg/297407/team-liquid-vs-koi-champions-tour-2024-emea-kickoff-opening-b,Team Liquid,1.3,Movistar KOI(KOI),4.3333
https://www.vlr.gg/297408/natus-vincere-vs-team-liquid-champions-tour-2024-emea-kickoff-winners-b,Natus Vincere,1.58,Team Liquid,2.7241
https://www.vlr.gg/297409/bbl-esports-vs-koi-champions-tour-2024-emea-kickoff-elim-b,BBL Esports,2.0,Movistar KOI(KOI),2.0
https://www.vlr.gg/297410/team-liquid-vs-koi-champions-tour-2024-emea-kickoff-decider-b,Team Liquid,1.6667,Movistar KOI(KOI),1.6667
https://www.vlr.gg/297412/team-vitality-vs-gentle-mates-champions-tour-2024-emea-kickoff-opening-c,Team Vitality,1.5,Gentle Mates,3.0
https://www.vlr.gg/297414/team-vitality-vs-fnatic-champions-tour-2024-emea-kickoff-winners-c,Team Vitality,1.2083,FNATIC,5.8
https://www.vlr.gg/297416/team-vitality-vs-gentle-mates-champions-tour-2024-emea-kickoff-decider-c,Team Vitality,1.25,Gentle Mates,5.0
https://www.vlr.gg/303093/team-heretics-vs-natus-vincere-champions-tour-2024-emea-kickoff-playoffs-sf,Team Heretics,3.5,Natus Vincere,1.4
https://www.vlr.gg/303094/fnatic-vs-karmine-corp-champions-tour-2024-emea-kickoff-playoffs-sf,FNATIC,1.1887,Karmine Corp,6.3
https://www.vlr.gg/303095/team-heretics-vs-karmine-corp-champions-tour-2024-emea-kickoff-playoffs-gf,Team Heretics,2.0526,Karmine Corp,1.95
https://www.vlr.gg/307564/karmine-corp-vs-koi-champions-tour-2024-emea-kickoff-play-in-stage-play-ins,Karmine Corp,2.2,KOI,1.8333
https://www.vlr.gg/307565/koi-vs-team-vitality-champions-tour-2024-emea-kickoff-play-in-stage-play-ins,KOI,2.0,Team Vitality,2.0
https://www.vlr.gg/307567/karmine-corp-vs-team-vitality-champions-tour-2024-emea-kickoff-play-in-stage-play-ins,Karmine Corp,2.3,Team Vitality,1.7692
https://www.vlr.gg/296730/zeta-division-vs-global-esports-champions-tour-2024-pacific-kickoff-opening-a,ZETA DIVISION,1.45,Global Esports,3.2222
https://www.vlr.gg/296731/team-secret-vs-talon-esports-champions-tour-2024-pacific-kickoff-opening-b,Team Secret,1.5882,TALON,2.7
https://www.vlr.gg/296732/drx-vs-talon-esports-champions-tour-2024-pacific-kickoff-winners-b,DRX,1.22,TALON,5.5455
https://www.vlr.gg/296733/detonation-focusme-vs-team-secret-champions-tour-2024-pacific-kickoff-elim-b,DetonatioN FocusMe,3.6316,Team Secret,1.38
https://www.vlr.gg/296734/talon-esports-vs-team-secret-champions-tour-2024-pacific-kickoff-decider-b,TALON,1.7407,Team Secret,2.35
https://www.vlr.gg/296735/t1-vs-bleed-champions-tour-2024-pacific-kickoff-opening-a,T1,1.62,BLEED,2.6129
https://www.vlr.gg/296736/drx-vs-detonation-focusme-champions-tour-2024-pacific-kickoff-opening-b,DRX,1.03,DetonatioN FocusMe,34.3333
https://www.vlr.gg/296737/t1-vs-zeta-division-champions-tour-2024-pacific-kickoff-winners-a,T1,1.42,ZETA DIVISION,3.381
https://www.vlr.gg/296738/bleed-vs-global-esports-champions-tour-2024-pacific-kickoff-elim-a,BLEED,1.3571,Global Esports,3.8
https://www.vlr.gg/296739/zeta-division-vs-global-esports-champions-tour-2024-pacific-kickoff-decider-a,ZETA DIVISION,1.35,Global Esports,3.8571
https://www.vlr.gg/296745/gen-g-vs-rex-regum-qeon-champions-tour-2024-pacific-kickoff-opening-c,Gen.G,1.35,Rex Regum Qeon,3.8571
https://www.vlr.gg/296747/gen-g-vs-paper-rex-champions-tour-2024-pacific-kickoff-winners-c,Gen.G,1.1887,Paper Rex,6.3
https://www.vlr.gg/296749/gen-g-vs-rex-regum-qeon-champions-tour-2024-pacific-kickoff-decider-c,Gen.G,1.38,Rex Regum Qeon,3.6316
https://www.vlr.gg/297253/zeta-division-vs-team-secret-champions-tour-2024-pacific-kickoff-play-ins,ZETA DIVISION,1.7143,Team Secret,2.4
https://www.vlr.gg/297254/team-secret-vs-gen-g-champions-tour-2024-pacific-kickoff-play-ins,Team Secret,2.8182,Gen.G,1.55
https://www.vlr.gg/297255/gen-g-vs-zeta-division-champions-tour-2024-pacific-kickoff-play-ins,Gen.G,1.52,ZETA DIVISION,2.9231
https://www.vlr.gg/297256/t1-vs-paper-rex-champions-tour-2024-pacific-kickoff-playoffs-sf,T1,5.0,Paper Rex,1.25
https://www.vlr.gg/297257/drx-vs-gen-g-champions-tour-2024-pacific-kickoff-playoffs-sf,DRX,1.4762,Gen.G,3.1
https://www.vlr.gg/297258/paper-rex-vs-gen-g-champions-tour-2024-pacific-kickoff-playoffs-gf,Paper Rex,1.4167,Gen.G,3.4
